Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,Sex,Degree of urbanisation,UNIT_MEASURE,Time period details,Value
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,,,Percent,2019-2020,43.0
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,,,Percent,2019-2020,37.4
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,,,Percent,2019-2020,33.6
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,,,Percent,2019-2020,31.2
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,,,Percent,2019-2020,32.1
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,,,Percent,2019-2020,30.1
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,,,Percent,2019-2020,33.7
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,,,Percent,2019-2020,29.6
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,,,Percent,2019-2020,33.0
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,,,Percent,2019-2020,30.9
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,Female,,Percent,2019-2020,39.0
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,Female,,Percent,2019-2020,43.4
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,Female,,Percent,2019-2020,38.4
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,Female,,Percent,2019-2020,38.4
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,Female,,Percent,2019-2020,44.5
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,Female,,Percent,2019-2020,44.6
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,Female,,Percent,2019-2020,42.4
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,Female,,Percent,2019-2020,46.3
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,Female,,Percent,2019-2020,53.5
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,Female,,Percent,2019-2020,57.4
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,Female,,Percent,2019-2020,58.3
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,Male,,Percent,2019-2020,37.5
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,Male,,Percent,2019-2020,43.2
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,Male,,Percent,2019-2020,35.5
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,Male,,Percent,2019-2020,36.1
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,Male,,Percent,2019-2020,36.4
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,Male,,Percent,2019-2020,35.8
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,Male,,Percent,2019-2020,35.3
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,Male,,Percent,2019-2020,38.0
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,Male,,Percent,2019-2020,40.8
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,Male,,Percent,2019-2020,43.9
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,Male,,Percent,2019-2020,45.3
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,,,Percent,2019-2020,38.2
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,,,Percent,2019-2020,43.3
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,,,Percent,2019-2020,37.0
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,,,Percent,2019-2020,37.2
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,,,Percent,2019-2020,40.3
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,,,Percent,2019-2020,40.1
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,,,Percent,2019-2020,38.8
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,,,Percent,2019-2020,42.1
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,,,Percent,2019-2020,47.0
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,,,Percent,2019-2020,50.5
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Preah Vihear,,,Percent,2019-2020,51.6
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,Female,,Percent,2019-2020,43.7
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,Female,,Percent,2019-2020,44.2
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,Female,,Percent,2019-2020,41.0
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,Female,,Percent,2019-2020,38.3
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,Female,,Percent,2019-2020,39.8
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,Female,,Percent,2019-2020,42.8
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,Female,,Percent,2019-2020,46.2
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,Female,,Percent,2019-2020,51.0
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,Female,,Percent,2019-2020,58.7
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,Female,,Percent,2019-2020,60.2
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,Female,,Percent,2019-2020,57.9
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,Male,,Percent,2019-2020,52.1
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,Male,,Percent,2019-2020,53.8
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,Male,,Percent,2019-2020,44.0
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,Male,,Percent,2019-2020,41.7
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,Male,,Percent,2019-2020,42.5
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,Male,,Percent,2019-2020,43.0
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,Male,,Percent,2019-2020,42.1
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,Male,,Percent,2019-2020,44.9
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,Male,,Percent,2019-2020,47.1
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,Male,,Percent,2019-2020,47.1
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,Male,,Percent,2019-2020,47.0
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,,,Percent,2019-2020,48.0
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,,,Percent,2019-2020,49.1
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,,,Percent,2019-2020,42.6
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,,,Percent,2019-2020,40.1
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,,,Percent,2019-2020,41.2
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,,,Percent,2019-2020,42.9
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,,,Percent,2019-2020,44.0
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,,,Percent,2019-2020,47.8
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,,,Percent,2019-2020,52.6
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,,,Percent,2019-2020,53.3
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Prey Veng,,,Percent,2019-2020,52.2
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,Female,,Percent,2019-2020,47.4
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,Female,,Percent,2019-2020,46.6
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,Female,,Percent,2019-2020,38.6
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,Female,,Percent,2019-2020,33.3
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,Female,,Percent,2019-2020,35.3
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,Female,,Percent,2019-2020,35.1
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,Female,,Percent,2019-2020,36.3
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,Female,,Percent,2019-2020,41.3
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,Female,,Percent,2019-2020,45.9
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,Female,,Percent,2019-2020,45.8
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,Female,,Percent,2019-2020,47.0
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,Male,,Percent,2019-2020,45.7
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,Male,,Percent,2019-2020,44.5
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,Male,,Percent,2019-2020,34.6
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,Male,,Percent,2019-2020,31.2
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,Male,,Percent,2019-2020,31.8
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,Male,,Percent,2019-2020,30.1
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,Male,,Percent,2019-2020,30.6
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,Male,,Percent,2019-2020,36.3
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,Male,,Percent,2019-2020,36.2
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,Male,,Percent,2019-2020,36.5
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,Male,,Percent,2019-2020,38.3
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,,,Percent,2019-2020,46.5
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,,,Percent,2019-2020,45.6
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,,,Percent,2019-2020,36.5
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,,,Percent,2019-2020,32.2
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,,,Percent,2019-2020,33.5
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,,,Percent,2019-2020,32.5
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,,,Percent,2019-2020,33.4
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,,,Percent,2019-2020,38.7
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,,,Percent,2019-2020,40.9
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,,,Percent,2019-2020,41.0
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Pursat,,,Percent,2019-2020,42.5
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Female,,Percent,2019-2020,16.9
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Female,,Percent,2019-2020,16.8
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Female,,Percent,2019-2020,18.9
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Female,,Percent,2019-2020,21.3
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Female,,Percent,2019-2020,22.8
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Female,,Percent,2019-2020,24.1
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Female,,Percent,2019-2020,23.7
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Female,,Percent,2019-2020,28.8
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Female,,Percent,2019-2020,34.4
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Female,,Percent,2019-2020,40.5
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Female,,Percent,2019-2020,48.2
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Male,,Percent,2019-2020,25.0
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Male,,Percent,2019-2020,25.8
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Male,,Percent,2019-2020,27.0
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Male,,Percent,2019-2020,26.5
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Male,,Percent,2019-2020,25.9
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Male,,Percent,2019-2020,26.2
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Male,,Percent,2019-2020,27.8
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Male,,Percent,2019-2020,31.5
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Male,,Percent,2019-2020,38.7
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Male,,Percent,2019-2020,40.4
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,Male,,Percent,2019-2020,45.6
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,,,Percent,2019-2020,21.1
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,,,Percent,2019-2020,21.2
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,,,Percent,2019-2020,23.1
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,,,Percent,2019-2020,24.0
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,,,Percent,2019-2020,24.4
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,,,Percent,2019-2020,25.2
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,,,Percent,2019-2020,25.8
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,,,Percent,2019-2020,30.1
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,,,Percent,2019-2020,36.7
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,,,Percent,2019-2020,40.4
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Ratanak Kiri,,,Percent,2019-2020,46.8
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,Female,,Percent,2019-2020,43.7
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,Female,,Percent,2019-2020,46.6
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,Female,,Percent,2019-2020,42.3
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,Female,,Percent,2019-2020,40.8
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,Female,,Percent,2019-2020,41.5
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,Female,,Percent,2019-2020,42.3
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,Female,,Percent,2019-2020,43.8
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,Female,,Percent,2019-2020,49.9
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,Female,,Percent,2019-2020,52.3
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,Female,,Percent,2019-2020,56.0
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,Female,,Percent,2019-2020,55.8
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,Male,,Percent,2019-2020,40.9
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,Male,,Percent,2019-2020,43.6
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,Male,,Percent,2019-2020,37.1
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,Male,,Percent,2019-2020,33.3
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,Male,,Percent,2019-2020,31.1
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,Male,,Percent,2019-2020,31.8
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,Male,,Percent,2019-2020,34.3
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,Male,,Percent,2019-2020,35.8
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,Male,,Percent,2019-2020,36.6
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,Male,,Percent,2019-2020,40.1
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,Male,,Percent,2019-2020,41.2
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,,,Percent,2019-2020,42.3
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.2 Completion rate Grade 9,Siemreap,,,Percent,2019-2020,45.1
