Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,Sex,Degree of urbanisation,UNIT_MEASURE,Time period details,Value
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,Male,,Percent,2019-2020,73.8
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,Male,,Percent,2019-2020,79.7
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,Male,,Percent,2019-2020,79.8
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,Male,,Percent,2019-2020,52.8
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,Male,,Percent,2019-2020,74.3
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,Male,,Percent,2019-2020,64.2
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,Male,,Percent,2019-2020,70.6
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,Male,,Percent,2019-2020,67.4
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,Male,,Percent,2019-2020,65.1
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,Male,,Percent,2019-2020,65.9
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,Male,,Percent,2019-2020,62.9
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,,,Percent,2019-2020,72.2
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,,,Percent,2019-2020,78.0
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,,,Percent,2019-2020,80.0
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,,,Percent,2019-2020,73.3
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,,,Percent,2019-2020,72.6
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,,,Percent,2019-2020,66.3
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,,,Percent,2019-2020,71.6
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,,,Percent,2019-2020,68.4
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,,,Percent,2019-2020,68.2
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,,,Percent,2019-2020,67.9
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,,,Percent,2019-2020,65.8
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,Female,,Percent,2019-2020,77.3
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,Female,,Percent,2019-2020,78.7
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,Female,,Percent,2019-2020,89.3
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,Female,,Percent,2019-2020,77.5
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,Female,,Percent,2019-2020,84.9
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,Female,,Percent,2019-2020,91.5
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,Female,,Percent,2019-2020,97.7
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,Female,,Percent,2019-2020,93.1
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,Female,,Percent,2019-2020,96.7
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,Female,,Percent,2019-2020,96.4
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,Female,,Percent,2019-2020,94.8
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,Male,,Percent,2019-2020,69.8
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,Male,,Percent,2019-2020,98.0
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,Male,,Percent,2019-2020,82.8
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,Male,,Percent,2019-2020,84.5
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,Male,,Percent,2019-2020,74.5
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,Male,,Percent,2019-2020,75.5
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,Male,,Percent,2019-2020,77.2
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,Male,,Percent,2019-2020,79.3
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,Male,,Percent,2019-2020,77.5
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,Male,,Percent,2019-2020,82.7
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,Male,,Percent,2019-2020,80.4
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,,,Percent,2019-2020,73.5
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,,,Percent,2019-2020,86.9
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,,,Percent,2019-2020,86.0
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,,,Percent,2019-2020,81.0
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,,,Percent,2019-2020,79.6
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,,,Percent,2019-2020,83.4
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,,,Percent,2019-2020,87.2
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,,,Percent,2019-2020,86.0
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,,,Percent,2019-2020,86.9
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,,,Percent,2019-2020,89.4
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Vihear,,,Percent,2019-2020,87.4
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,Female,,Percent,2019-2020,87.5
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,Female,,Percent,2019-2020,82.1
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,Female,,Percent,2019-2020,94.5
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,Female,,Percent,2019-2020,93.0
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,Female,,Percent,2019-2020,93.3
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,Female,,Percent,2019-2020,94.2
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,Female,,Percent,2019-2020,90.2
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,Female,,Percent,2019-2020,88.7
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,Female,,Percent,2019-2020,88.3
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,Female,,Percent,2019-2020,90.0
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,Female,,Percent,2019-2020,94.8
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,Male,,Percent,2019-2020,87.9
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,Male,,Percent,2019-2020,88.1
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,Male,,Percent,2019-2020,97.4
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,Male,,Percent,2019-2020,94.2
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,Male,,Percent,2019-2020,96.1
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,Male,,Percent,2019-2020,90.4
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,Male,,Percent,2019-2020,88.0
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,Male,,Percent,2019-2020,88.1
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,Male,,Percent,2019-2020,84.7
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,Male,,Percent,2019-2020,87.8
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,Male,,Percent,2019-2020,91.3
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,,,Percent,2019-2020,87.7
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,,,Percent,2019-2020,85.2
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,,,Percent,2019-2020,96.0
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,,,Percent,2019-2020,93.6
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,,,Percent,2019-2020,94.7
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,,,Percent,2019-2020,92.2
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,,,Percent,2019-2020,89.0
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,,,Percent,2019-2020,88.4
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,,,Percent,2019-2020,86.4
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,,,Percent,2019-2020,88.9
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Prey Veng,,,Percent,2019-2020,93.0
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,Female,,Percent,2019-2020,76.4
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,Female,,Percent,2019-2020,83.7
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,Female,,Percent,2019-2020,81.9
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,Female,,Percent,2019-2020,80.0
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,Female,,Percent,2019-2020,83.7
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,Female,,Percent,2019-2020,84.4
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,Female,,Percent,2019-2020,82.2
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,Female,,Percent,2019-2020,84.0
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,Female,,Percent,2019-2020,87.6
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,Female,,Percent,2019-2020,91.2
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,Female,,Percent,2019-2020,91.1
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,Male,,Percent,2019-2020,72.8
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,Male,,Percent,2019-2020,84.6
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,Male,,Percent,2019-2020,76.4
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,Male,,Percent,2019-2020,82.4
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,Male,,Percent,2019-2020,81.9
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,Male,,Percent,2019-2020,75.8
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,Male,,Percent,2019-2020,72.4
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,Male,,Percent,2019-2020,74.4
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,Male,,Percent,2019-2020,76.0
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,Male,,Percent,2019-2020,83.0
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,Male,,Percent,2019-2020,78.3
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,,,Percent,2019-2020,74.6
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,,,Percent,2019-2020,84.2
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,,,Percent,2019-2020,79.1
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,,,Percent,2019-2020,81.2
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,,,Percent,2019-2020,82.8
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,,,Percent,2019-2020,80.0
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,,,Percent,2019-2020,77.1
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,,,Percent,2019-2020,79.0
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,,,Percent,2019-2020,81.6
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,,,Percent,2019-2020,86.9
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pursat,,,Percent,2019-2020,84.5
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,Female,,Percent,2019-2020,37.2
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,Female,,Percent,2019-2020,38.1
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,Female,,Percent,2019-2020,50.4
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,Female,,Percent,2019-2020,52.2
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,Female,,Percent,2019-2020,63.9
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,Female,,Percent,2019-2020,61.2
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,Female,,Percent,2019-2020,64.2
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,Female,,Percent,2019-2020,71.9
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,Female,,Percent,2019-2020,78.6
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,Female,,Percent,2019-2020,86.7
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,Female,,Percent,2019-2020,94.0
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,Male,,Percent,2019-2020,47.9
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,Male,,Percent,2019-2020,55.8
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,Male,,Percent,2019-2020,64.5
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,Male,,Percent,2019-2020,67.1
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,Male,,Percent,2019-2020,71.0
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,Male,,Percent,2019-2020,63.3
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,Male,,Percent,2019-2020,65.3
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,Male,,Percent,2019-2020,68.1
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,Male,,Percent,2019-2020,79.8
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,Male,,Percent,2019-2020,79.7
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,Male,,Percent,2019-2020,85.7
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,,,Percent,2019-2020,42.8
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,,,Percent,2019-2020,46.7
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,,,Percent,2019-2020,57.6
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,,,Percent,2019-2020,59.9
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,,,Percent,2019-2020,67.6
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,,,Percent,2019-2020,62.3
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,,,Percent,2019-2020,64.8
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,,,Percent,2019-2020,70.0
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,,,Percent,2019-2020,79.2
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,,,Percent,2019-2020,83.1
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Ratanak Kiri,,,Percent,2019-2020,89.7
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Siemreap,Female,,Percent,2019-2020,84.4
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Siemreap,Female,,Percent,2019-2020,93.0
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Siemreap,Female,,Percent,2019-2020,95.2
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Siemreap,Female,,Percent,2019-2020,92.0
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Siemreap,Female,,Percent,2019-2020,99.4
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Siemreap,Female,,Percent,2019-2020,88.3
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Siemreap,Female,,Percent,2019-2020,86.5
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Siemreap,Female,,Percent,2019-2020,87.6
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Siemreap,Female,,Percent,2019-2020,86.8
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Siemreap,Female,,Percent,2019-2020,89.9
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Siemreap,Female,,Percent,2019-2020,95.0
